,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
3605,SAN PABLO DE USHPA,SAN PABLO DE USHPA,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU,SAN PABLO DE USHPAYACU
3610,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA,SAN PEDRO DE LA BENDITA
3615,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE,PUERTO LIBRE
3625,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO,SAN PLACIDO
3630,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL,SAN RAFAEL
3632,,,,,,,,,,,SANTA MARIA,SANTA MARIA
3635,,,,,,,,,,,EL PARAISO / LA 14,EL PARAISO / LA 14
3640,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE
3645,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE
3650,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE,SAN ROQUE
3655,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN,SAN SEBASTIAN
3660,SAN SEBASTIAN DE C,SAN SEBASTIAN DE C,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA,SAN SEBASTIAN DE COCA
3665,SAN SEBASTIAN DE Y,SAN SEBASTIAN DE Y,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULOG,SAN SEBASTIAN DE YULUC,SAN SEBASTIAN DE YULUC
3670,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON,SAN SIMON
3680,SAN VICENTE DE P.,SAN VICENTE DE P.,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR,SAN VICENTE DE PUSIR
3685,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA,SANTA ANA
3690,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA
3705,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA,SANTA ELENA
3710,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE,SANTA FE
3720,STA.MARIA DE HUIR.,STA.MARIA DE HUIR.,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA,STA. MARIA DE HUIRIRIMA
3725,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA,SANTA RITA
3730,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA,SANTA ROSA
3735,STA.ROSA DE CUSUB.,STA.ROSA DE CUSUB.,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA,STA.ROSA DE CUSUBAMBA
3740,STA.ROSA DE FLANDE,STA.ROSA DE FLANDE,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES,SANTA ROSA DE FLANDES
3745,STA.ROSA DE QUIJOS,STA.ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS,SANTA ROSA DE QUIJOS
3750,STA.ROSA DE SUCUMB,STA.ROSA DE SUCUMB,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS,SANTA ROSA DE SUCUMBIOS
3755,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA,SANTA RUFINA
3760,SANTA SUSANA DE CH,SANTA SUSANA DE CH,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA,SANTA SUSANA DE CHIVIAZA
3765,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA,SANTA TERESITA
3770,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO
3775,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO
3780,SANTIAGO,,,,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR
3785,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU,ZARAYACU
3790,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS,SARDINAS
3795,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI,SAYAUSI
3800,6 DE JULIO CUELLAJ,6 DE JULIO CUELLAJ,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE,6 DE JULIO DE CUELLAJE
3805,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE
3810,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE
3815,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE,SELVA ALEGRE
3820,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA,SEVILLA
3830,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO,SEVILLA DON BOSCO
3835,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI,SHAGLLI
3840,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL,SHELL
3845,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE,SIBAMBE
3850,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY,SIDCAY
3860,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG,SIMIATUG
3870,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY,SININCAY
3875,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO,SOLANO
3880,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA,SUA/BOCANA
3885,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE,SUCRE
3890,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO,SUMACO
3900,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE,SAN VICENTE
3905,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA,SALASACA
3915,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR,SIMON BOLIVAR
3920,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON,SAN CARLOS DE LIMON
3925,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA,TABABELA
3930,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO,TABIAZO
3935,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS,TACAMOROS
3940,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA,TACHINA
3945,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY,TADAY
3955,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO
3960,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO,TAMBILLO
3965,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI,TANICUCHI
3970,TAQUIL/MIGUEL RIOF,TAQUIL/MIGUEL RIOF,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO,TAQUIL /MIGUEL RIOFRIO
3975,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA,TARIFA
3980,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI
3985,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI,TARQUI
3990,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA,TAURA
3995,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA,TELIMBELA
4000,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES,TENDALES
4005,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ,TNTE. HUGO ORTIZ
4010,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA,TIMBARA
4015,TINGO,EL TINGO,TINGO,TINGO,TINGO,TINGO,TINGO,TINGO,TINGO,TINGO,TINGO,TINGO
4020,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI,TIPUTINI,,,,,,
4030,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN,TIXAN
4035,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO,TOACAZO
4040,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO,TOBAR DONOSO
4045,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI,TOCACHI
4050,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA,TOMEBAMBA
4055,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE,TONCHIGUE
4065,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS,TOTORAS
4070,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO,TUFINO
4075,TULULBI/RICAURTE,TULULBI/RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE,TULULBI /RICAURTE
4080,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO,TUMBABIRO
4085,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO,TUMBACO
4090,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI,TUPIGACHI
4095,TURI,TURI,TURI,TURI,TURI,TURI,TURI,TURI,TURI,TURI,TURI,TURI
4100,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA,TURUPAMBA
4105,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI,TUTUPALI
4110,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO,EL TRIUNFO
4115,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA,TAYUZA
4120,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL,TENGUEL
4125,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA
4130,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA,URBINA
4135,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA,ULBA
4145,URDANETA/PAQUISHAP,URDANETA/PAQUISHAP,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA,URDANETA/PAQUISHAPA
4150,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA,UTUANA
4155,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO,UYUMBICHO
4160,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI,UZHCURRUMI
4165,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA,TOMAS DE BERLANGA
4170,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI,TELEMBI
4185,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO,VACAS GALINDO
4195,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID,VALLADOLID
4200,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE,VALLE
4205,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ,VERACRUZ
4210,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO,VICENTINO
4215,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA
4220,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA,VICTORIA
4225,VICTORIA DEL PORT.,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE,VICTORIA DEL PORTETE
4230,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE,VICHE
4235,VILCABAMBA/VICTORI,VILCABAMBA/VICTORI,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA,VILCABAMBA/VICTORIA
4240,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA,VUELTA LARGA
4275,YAGUACHI VIEJO/CON,YAGUACHI VIEJO/CON,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE,YAGUACHI VIEJO/CONE
4280,YANGANA/ARSENIO CA,YANGANA/ARSENIO CA,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO,YANGANA / ARSENIO CASTILLO
4290,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI,YARUQUI
4295,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI,YASUNI
4300,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI,YAUPI
4305,YUNGANZA/EL ROSARI,YUNGANZA/EL ROSARI,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO,YUNGANZA /EL ROSARIO
4310,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA,YANAYACU MOCHAPATA
