OP_CODIGO,OP_AMBITO,OP_NOMBRE,OP_SIGLAS,ANIO
4004.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE INTEGRACION COMUNITARIA,MIDIC,2006
4005.0,PROVINCIAL,MOVIMIENTO SOCIAL CONSERVADOR,MSC,2006
4006.0,ALIANZA,ALIANZA UNION DEMOCRATA CRISTIANA - MOVIMIENTO SOCIAL CONSERVADOR,UDC/MSC,2006
4007.0,PROVINCIAL,FRENTE INDEPENDIENTE DE REINVINDICACION CARCHENSE,FIRC,2006
5002.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE RENOVACION CIUDADANA,MIRC,2006
5003.0,ALIANZA,ALIANZA PSP/MIRC,PSP/MIRC,2006
5004.0,ALIANZA,ALIANZA PS-FA/MCNP,PS-FA/MCNP,2006
5005.0,ALIANZA,ALIANZA MPAIS/PS-FA/MCNP,MPAIS/PS-FA/MCNP,2006
5006.0,ALIANZA,ALIANZA RED/UDC,RED/UDC,2006
6001.0,ALIANZA,ALIANZA CFP/UDC/ID/RED/PSC,CFP/UDC/ID/RED/PSC,2006
6002.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
6003.0,CANTONAL,MOVIMIENTO AMBROSIO LASSO,AL,2006
6004.0,ALIANZA,ALIANZA ID/RED/AL,ID/RED/AL,2006
6005.0,PROVINCIAL,MOVIMIENTO ESPERANZA SOCIAL ALERTA,MESA,2006
6006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAUTA YUYAI,MIAY,2006
6007.0,ALIANZA,ALIANZA PSC/PRE,PSC/PRE,2006
6008.0,PROVINCIAL,MOVIMIENTO DE DEFENSA SOCIAL PURUHA,MP,2006
6009.0,ALIANZA,ALIANZA MPAIS/MP,MPAIS/MP,2006
6010.0,ALIANZA,ALIANZA UDC/PSC/RED,UDC/PSC/RED,2006
6011.0,ALIANZA,ALIANZA PRE/PSP,PRE/PSP,2006
6012.0,ALIANZA,ALIANZA MPAIS/MP,MPAIS/MP,2006
6013.0,CANTONAL,CLAVE DEMOCRATICA,CD,2006
6014.0,ALIANZA,ALIANZA CD/MNDC,CD/MNDC,2006
7001.0,ALIANZA,ALIANZA ID/MPD/RED,ID/MPD/RED,2006
7003.0,CANTONAL,MOVIMIENTO FRENTE INDEPENDIENTE MAS ACCION,FIMA,2006
7004.0,ALIANZA,ALIANZA ID/RED/FIMA,ID/RED/FIMA,2006
7005.0,CANTONAL,MOVIMIEMTO DE INTEGRACION FRONTERIZA,MIF,2006
7007.0,CANTONAL,INDEPENDIENTE,KOGA,2006
8001.0,CANTONAL,MOVIMIENTO CANTONAL ALIANZA VERDE PROGRESISTA,ALIANZA VERDE PROGRESISTA,2006
8002.0,ALIANZA,ALIANZA MPD-ALIANZA VERDE PROGRESISTA,MPD/ALIANZA VERDE PROGRESISTA,2006
9001.0,CANTONAL,MOVIMIENTO CANTONAL FRENTE DE  UNIDAD SALINENSE,FUS,2006
9002.0,PROVINCIAL,ALIANZA POLITICA INDEPENDIENTE ECUATORIANA,APIE,2006
9005.0,ALIANZA,ALIANZA CFP/MUPP-NP,CFP/MUPP-NP,2006
9008.0,ALIANZA,ALIANZA CFP/MUPP-NP,CFP/MUPP-NP,2006
9009.0,ALIANZA,ALIANZA MCNP/JINE,MCNP/JINE,2006
9010.0,CANTONAL,ACCION TAMYENSE INDEPENDIENTE,ATI,2006
9011.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PROGRESISTA BALAOENSE,MIPB,2006
10001.0,ALIANZA,ALIANZA MPD/MUPP-NP,MPD/MUPP-NP,2006
10002.0,CANTONAL,"MOVIMIENTO INDEPENDIENTE ""ACCION SOCIAL"" AS",AS,2006
10003.0,ALIANZA,ALIANZA UDC/PRE,UDC/PRE,2006
10004.0,CANTONAL,MINGA INTERCULTURAL,MINGA,2006
10009.0,ALIANZA," ALIANZA MPAIS/PS-FA/MCNP",MPAIS/PS-FA/MCNP,2006
10011.0,ALIANZA,ALIANZA MUPP-NP/PS-FA,MUPP-NP/PS-FA,2006
10012.0,CANTONAL,AMAUTA YUYAY,AY,2006
10013.0,ALIANZA,ALIANZA AY/INA,AY/INA,2006
10014.0,ALIANZA,ALIANZA MPAIS/PS-FA/MCNP,MPAIS/PS-FA/MCNP,2006
10015.0,ALIANZA,ALIANZA,PS-FA/MUPP-NP,2006
10016.0,ALIANZA,ALIANZA,PS-FA/MCNP/MPAIS,2006
10017.0,ALIANZA,ALIANZA,PS-FA/MCNP/MPAIS,2006
10018.0,ALIANZA,ALIANZA,PS-FA/MPAIS,2006
10019.0,ALIANZA,ALIANZA,PS-FA/MPAIS,2006
10020.0,ALIANZA,ALIANZA,PS-FA/MPAIS,2006
10021.0,ALIANZA,ALIANZA,PS-FA/MPAIS,2006
11001.0,PROVINCIAL,ACCION REGIONAL POR LA EQUIDAD,ARE,2006
11002.0,ALIANZA,ALIANZA PRE/PS-FA,PRE/PS-FA,2006
11003.0,CANTONAL,MOVIMIENTO LIBERAL MACARENO,MLM,2006
11004.0,CANTONAL,MOVIMIENTO MANOS LIMPIAS,MML,2006
11005.0,ALIANZA,ALIANZA PSC/UDC,PSC/UDC,2006
11006.0,PROVINCIAL,FRENTE DE ACCION REVOLUCIONARIA,FAR,2006
11007.0,PROVINCIAL,MOVIMIENTO INICIATIVA CIUDADANA,MIC,2006
11008.0,ALIANZA,ALIANZA MPAIS/MIC/FAR,MPAIS/MIC/FAR,2006
11009.0,ALIANZA,ALIANZA MPAIS/MIC,MPAIS/MIC,2006
11010.0,ALIANZA,ALIANZA PRIAN/PSP,PRIAN/PSP,2006
12001.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
12003.0,ALIANZA,ALIANZA ID/RED,ID/RED,2006
13001.0,CANTONAL,MOVIMIENTO DE INTEGRACION MANABITA,MIM,2006
13002.0,ALIANZA,ALIANZA MPAIS/MIM,MPAIS/MIM,2006
13003.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PICHOTA,MIP,2006
13004.0,ALIANZA,ALIANZA PS-FA/INA,PS-FA/INA,2006
14002.0,ALIANZA,ALIANZA PSP/MI,PSP/MI,2006
14003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA AMAZONICA,MIFA,2006
14004.0,PROVINCIAL,MOVIMIENTO DE UNIDAD PROVINCIAL INDEPENDIENTE,UPI,2006
14005.0,ALIANZA,ALIANZA UPI/MIFA,UPI/MIFA,2006
14006.0,ALIANZA,ALIANZA PRIAN/PSP,PRIAN/PSP,2006
14007.0,CANTONAL,MOVIMIENTO AL SOCIALISMO,MAS,2006
14008.0,ALIANZA,ALIANZA MPD/MAS,MPD/MAS,2006
14009.0,CANTONAL,MOVIMIENTO POLITICO JUSTICIA Y DESARROLLO,JD,2006
14010.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE NUEVA GENERACION AMAZONICA,MINGA,2006
14011.0,ALIANZA,ALIANZA UDC/PSC,UDC/PSC,2006
15001.0,PROVINCIAL,MOVIMIENTO AMAZONICO,M.A.,2006
15002.0,ALIANZA,ALIANZA M.A./PRE,M.A./PRE,2006
15003.0,ALIANZA,ALIANZA MPD/MUPP-NP,MPD/MUPP-NP,2006
15004.0,PROVINCIAL,FUERZA NAPO,FN,2006
15005.0,ALIANZA,ALIANZA PSP/MRD/MPAIS/FN,PSP/MRD/MPAIS/FN,2006
15006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE NAPO,MIN,2006
15007.0,ALIANZA,ALIANZA MIN/ID,MIN/ID,2006
15008.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE DE NAPO,MOPIN,2006
15009.0,ALIANZA,ALIANZA RED/MOPIN,RED/MOPIN,2006
15010.0,ALIANZA,ALIANZA MUPP-NP/MPAIS,MUPP-NP/MPAIS,2006
15011.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
15012.0,ALIANZA,ALIANZA ID/MIN,ID/MIN,2006
16001.0,PROVINCIAL,MOVIMIENTO UNIDOS POR PASTAZA,UP,2006
16003.0,CANTONAL,MOVIMIENTO INDEPENDIENTE DEL CANTON ARAJUNO,MICA,2006
16004.0,ALIANZA,ALIANZA UP/PRE/UDC,UP/PRE/UDC,2006
16005.0,ALIANZA,ALIANZA PS-FA/MPAIS/MUPP-NP,PS-FA/MPAIS/MUPP-NP,2006
16006.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
16007.0,PROVINCIAL,MOVIMIENTO AMAZONICO SOLIDARIO,MAS,2006
16008.0,PROVINCIAL,MOVIMIENTO DE UNIDAD DE LAS NACIONALIDADES Y DEL PUEBLO DE PASTAZA,MUNAPP,2006
16009.0,PROVINCIAL,MOVIMIENTO AMAZONIA POSIBLE,MAP,2006
16010.0,ALIANZA,ALIANZA INA/MRD,INA/MRD,2006
16011.0,ALIANZA,ALIANZA,MICA/UP,2006
17003.0,CANTONAL,MOVIMIENTO PUEBLO LIBRE,MPL,2006
17004.0,CANTONAL,MOVIMIENTO INDEPENDIENTE SUMATE,MIS,2006
17005.0,PROVINCIAL,MOVIMIENTO RUMINAHUI EN ACCION,MRA,2006
17007.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE CAUSA JUSTA,MICJ,2006
17008.0,CANTONAL,MOVIMIENTO AL SOCIALISMO M.A.S. CAYAMBENO,MAS,2006
17009.0,ALIANZA,ALIANZA MICJ/MAS,MICJ/MAS,2006
17010.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
17011.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
17012.0,CANTONAL,MOVIMIENTO INDEPENDIENTE VANGUARDIA DEL PUEBLO,MIVP,2006
17013.0,ALIANZA,ALIANZA/UDC/MICJ/MIVP,UDC/MICJ/MIVP,2006
17014.0,ALIANZA,ALIANZA PSC/UDC,PSC/UDC,2006
17015.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2006
17016.0,PROVINCIAL,MOVIMIENTO VANGUARDIA DEL PUEBLO,MVP,2006
17017.0,CANTONAL,MOVIMIENTO INTEPENDIENTE PEDRO MONCAYO EN ACCION,MIPMA,2006
18001.0,PROVINCIAL,MOVIMIENTO ACCION DEMOCRATA,MAD,2006
18002.0,ALIANZA,ALIANZA PSC/UDC,PSC/UDC,2006
18004.0,CANTONAL,MOVIMIENTO INDEPENDIENTE PILLARENO,MIP,2006
18005.0,CANTONAL,MOVIMIENTO INDEPENDIENTE UNIDAD BANENA,MIUB,2006
18006.0,ALIANZA,ALIANZA MPAIS/MUB/MCNP,MPAIS/MUB/MCNP,2006
18008.0,CANTONAL,MOVIMIENTO INDEPENDIENTE UNION CANTONAL BANOS,MIUCB,2006
18009.0,CANTONAL,FRENTE INDEPENDIENTE RUMINAHUI,FIR,2006
18011.0,ALIANZA,ALIANZA MPAIS/MCNP,MPAIS/MCNP,2006
18012.0,ALIANZA,ALIANZA UDC/PSC,UDC/PSC,2006
18013.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAUTA,MIA,2006
18014.0,ALIANZA,ALIANZA PS-FA/MIA,PS-FA/MIA,2006
18015.0,PROVINCIAL,MOVIMIENTO RENOVACION CIUDADANA,MRC,2006
18016.0,PROVINCIAL,MOVIMIENTO NUEVA FUERZA DEMOCRATICA,MNFD,2006
19001.0,PROVINCIAL,MOVIMIENTO BOLIVARIANO ZAMORANO CHINCHIPENSE-FAR,MBZCH-FAR,2006
19002.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE ZAMORA POSIBLE,MPIZP,2006
19003.0,ALIANZA,ALIANZA MPD/MPIZP,MPD/MPIZP,2006
19004.0,ALIANZA,ALIANZA MPIZP/MPD,MPIZP/MPD,2006
19006.0,ALIANZA,ALIANZA MUPP-NP/MIA,MUPP-NP/MIA,2006
19007.0,ALIANZA,ALIANZA PSP/PS-FA/MUPP-NP,PSP/PS-FA/MUPP-NP,2006
19008.0,CANTONAL,MOVIMIENTO INDEPENDIENTE SOCIAL IDEALISTA,MISI,2006
19009.0,ALIANZA,ALIANZA MUPP-NP/MISI,MUPP-NP/MISI,2006
19011.0,ALIANZA,ALIANZA UDC/RED,UDC/RED,2006
19012.0,ALIANZA,ALIANZA UDC/RED,UDC/RED,2006
19013.0,CANTONAL,MOVIMIENTO PARTICIPACION COMUNITARIA,MPC,2006
19014.0,ALIANZA,ALIANZA PSC/MPC,PSC/MPC,2006
19018.0,PROVINCIAL,MOVIMIENTO POPULAR AMAZONAS,MPA,2006
19019.0,ALIANZA,ALIANZA MBZCH-FAR/MPAIS,MBZCH-FAR/MPAIS,2006
19020.0,ALIANZA,ALIANZA MBZCH-FAR/MPAIS,MBZCH-FAR/MPAIS,2006
19021.0,ALIANZA,ALIANZA MBZCH-FAR/MPAIS,MBZCH-FAR/MPAIS,2006
19022.0,ALIANZA,ALIANZA MBZCH-FAR/MPAIS,MBZCH-FAR/MPAIS,2006
19023.0,ALIANZA,ALIANZA MBZCH-FAR/MPAIS,MBZCH-FAR/MPAIS,2006
19024.0,ALIANZA,ALIANZA UDC/RED,UDC/RED,2006
20001.0,PROVINCIAL,MOVIMIENTO DE IDENTIDAD PROVINCIAL,MIP,2006
20002.0,ALIANZA,PARTIDO SOCIEDAD PATRIOTICA - MOVIMIENTO DE IDENTIDAD PROVINCIAL,PSP/MIP,2006
20004.0,ALIANZA,UNIO DEMOCRATICA CRISTIANA / IZQUIERDA DEMOCRATICA,UDC/ID,2006
21001.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI,MUSHUK INTI,2006
21002.0,ALIANZA,UNIDAD POPULAR MPD-MUSHUK INTI,MPD/MUSHUK INTI,2006
21003.0,ALIANZA,ALIANZA MUPP-NP/PS-FA,MUPP-NP/PS-FA,2006
21004.0,PROVINCIAL,ALIANZA AMAZONICA,A.A.,2006
21005.0,ALIANZA,ALIANZA PRE/A.A.,PRE/A.A.,2006
21006.0,ALIANZA,ALIANZA UDC/MCNP,UDC/MCNP,2006
21009.0,ALIANZA,ALIANZA MUPP-NP/MPAIS,MUPP-NP/MPAIS,2006
22001.0,PROVINCIAL,MOVIMIENTO ALIANZA AMAZONICA,AA,2006
22003.0,PROVINCIAL,MOVIMIENTO ORELLANA EN ACCION,MOA,2006
22004.0,ALIANZA,ALIANZA PRIAN/PS-FA/MOA,PRIAN/PS-FA/MOA,2006
22005.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE MUSHUK INTI,MPIMI,2006
22006.0,ALIANZA,ALIANZA MPD/MPIMI,MPD/MPIMI,2006
22010.0,ALIANZA,ALIANZA PSC/AA,PSC/AA,2006
22011.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAUTA,MIA,2006
22012.0,ALIANZA,ALIANZA PSC/PRE/AA,PSC/PRE/AA,2006
22013.0,ALIANZA,ALIANZA PRE/PSC/AA,PRE/PSC/AA,2006
22014.0,ALIANZA,ALIANZA UDC/MUPP-NP/MIA,UDC/MUPP-NP/MIA,2006
1.0,NACIONAL,CONCENTRACION DE FUERZAS POPULARES,CFP,2007
3.0,NACIONAL,UNION DEMOCRATA CRISTIANA,UDC,2007
4.0,NACIONAL,PARTIDO SOCIAL CRISTIANO,PSC,2007
5.0,NACIONAL,PARTIDO RENOVADOR INSTITUCIONAL ACCION NACIONAL,PRIAN,2007
6.0,NACIONAL,PARTIDO ROLDOSISTA ECUATORIANO,PRE,2007
7.0,NACIONAL,PARTIDO IZQUIERDA DEMOCRATICA,ID,2007
8.0,NACIONAL,PARTIDO MOVIMIENTO POPULAR DEMOCRATICO,MPD,2007
9.0,NACIONAL,PARTIDO SOCIALISTA - FRENTE AMPLIO,PS-FA,2007
10.0,NACIONAL,MOVIMIENTO UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS,MUPP-NP,2007
11.0,NACIONAL,MOVIMIENTO COMPROMISO CIVICO CRISTIANO CON LA COMUNIDAD. C4,C4,2007
12.0,NACIONAL,MOVIMIENTO VERDE,MV,2007
13.0,NACIONAL,MOVIMIENTO CONCILIACION NACIONAL,MCN,2007
14.0,NACIONAL,MOVIMIENTO POLITICO NACIONAL LA CORRIENTE,MPNLC,2007
15.0,NACIONAL,MOVIMIENTO HONRADEZ NACIONAL,MHN,2007
16.0,NACIONAL,MOVIMIENTO REVOLUCIONARIO DE PARTICIPACION POPULAR,MRPP,2007
17.0,NACIONAL,MOVIMIENTO RED ETICA Y DEMOCRACIA,RED,2007
18.0,NACIONAL,MOVIMIENTO DE LA REVOLUCION PACIFICA,MRP,2007
24.0,NACIONAL,INTEGRACION NACIONAL ALFARISTA,INA,2007
47.0,NACIONAL,MOVIMIENTO DE ACUERDO NACIONAL,MANA,2007
48.0,NACIONAL,PARTIDO SOCIEDAD PATRIOTICA,PSP,2007
49.0,NACIONAL,MOVIMIENTO ACCION DEMOCRATICA NACIONAL,MADN,2007
50.0,NACIONAL,MOVIMIENTO IZQUIERDA MODERNA,MIM,2007
51.0,NACIONAL,MOVIMIENTO CIUDADANOS NUEVO PAIS,MCNP,2007
53.0,NACIONAL,MOVIMIENTO NACIONAL DESPERTAR CIVICO,MNDC,2007
54.0,NACIONAL,MOVIMIENTO PODER CIUDADANO,MPC,2007
55.0,NACIONAL,MOVIMIENTO DE LA REIVINDICACION DEMOCRATICA,MRD,2007
56.0,NACIONAL,MOVIMIENTO PATRIA ALTIVA Y SOBERANA,MPAIS,2007
57.0,NACIONAL,MOVIMIENTO FRENTE REVOLUCIONARIO DE INDEPENDENCIA NACIONAL,MFRIN,2007
58.0,NACIONAL,MOVIMIENTO POLITICO DE DERECHO ECUATORIANO,MOPODE,2007
59.0,NACIONAL,MOVIMIENTO BLANCO ECUATORIANO POR LA REIVINDICACION DE LOS POBRES,MBERP,2007
62.0,NACIONAL,MOVIMIENTO ALIANZA TERCERA REPUBLICA,ALBA,2007
65.0,NACIONAL,MOVIMIENTO INDEPENDIENTE PATRIOTICO ECUATORIANO,MIPE,2007
73.0,NACIONAL,PARTIDO LIBERTAD,PL,2007
74.0,NACIONAL,MOVIMIENTO BOLIVARIANO ALFARISTA,MBA,2007
75.0,NACIONAL,MOVIMIENTO TIERRA FERTIL,MTF,2007
76.0,NACIONAL,MOVIMIENTO INDEPENDIENTE JUSTO Y SOLIDARIO,MIJS,2007
77.0,NACIONAL,"UNA NUEVA OPCION, UNO",UNO,2007
78.0,NACIONAL,MOVIMIENTO INDEPENDIENTE LAICOS COMPROMETIDOS,MILC,2007
79.0,NACIONAL,MOVIMIENTO AL FIN CIUDADANOS,MAFC,2007
80.0,NACIONAL,MOVIMIENTO CAMBIO SIGLO XXI,MCSXXI,2007
81.0,NACIONAL,MOVIMIENTO ORGANIZACION CIUDADANA,MOC,2007
82.0,NACIONAL,MOVIMIENTO POLITICO FORTALEZA CIUDADANA,MPFC,2007
83.0,NACIONAL,MOVIMIENTO MANDATO CIUDADANO,MMC,2007
84.0,NACIONAL,MOVIMIENTO CIUDADANOS POR LA PATRIA-AMAUTA,MCPA,2007
85.0,NACIONAL,MOVIMIENTO INDEPENDIENTE POLO DEMOCRATICO,MIPD,2007
86.0,NACIONAL,MOVIMIENTO CONCERTACION NACIONAL DEMOCRATICA,MCND,2007
87.0,NACIONAL,MOVIMIENTO REVOLUCION INTELECTUAL DEL PUEBLO,MPRIP,2007
88.0,NACIONAL,MOVIMIENTO AGROECOLOGICO ECUATORIANO,MAE,2007
89.0,NACIONAL,MOVIMIENTO NACIONAL POR LA CONCERTACION SOCIAL,MNCS,2007
90.0,NACIONAL,MOVIMIENTO SER,MS,2007
91.0,NACIONAL,MOVIMIENTO DE UNIDAD NACIONAL DE TRANSPORTISTAS TODOS IGUALES,MUNTTI,2007
92.0,NACIONAL,MOVIMIENTO POLITICO NACIONAL ALIANZA DE INTEGRACION SOLIDARIA,MAIS,2007
93.0,NACIONAL,MOVIMIENTO INTEGRACIONISTA LATINOAMERICANO,MIL,2007
94.0,NACIONAL,MOVIMIENTO INDEPENDIENTE EXPRESION CIUDADANA,MIEC,2007
95.0,NACIONAL,MOVIMIENTO DE INTEGRACION Y TRANSFORMACION SOCIAL,MITS,2007
96.0,NACIONAL,MOVIMIENTO FUERZA ECUATORIANA,MFE,2007
97.0,NACIONAL,MOVIMIENTO PODER CIVICO NACIONAL,MPCN,2007
98.0,NACIONAL,MOVIMIENTO EMPRENDEDORES AL PODER,MEAP,2007
99.0,NACIONAL,PARTIDO LIBERAL RADICAL ECUATORIANO,PLRE,2007
100.0,NACIONAL,MOVIMIENTO TRIUNFO MIL,MTM,2007
102.0,ALIANZA,ALIANZA MCPA/MAFC/MPFC,MCPA/MAFC/MPFC,2007
103.0,ALIANZA,ALIANZA PS-FA/MUPP-NP,PS-FA/MUPP-NP,2007
104.0,ALIANZA,ALIANZA ALBA/MIM,ALBA/MIM,2007
105.0,ALIANZA,ALIANZA MCSXXI/MAE/MTF,MCSXXI/MAE/MTF,2007
106.0,ALIANZA,ALIANZA ID/MPC,ID/MPC,2007
1002.0,PROVINCIAL,MOVIMIENTO ACUERDO PROGRESISTA,ACP,2007
1003.0,PROVINCIAL,MOVIMIENTO ACCION SOLIDARIA,MAS,2007
1004.0,PROVINCIAL,MOVIMIENTO CIUDADANO INDEPENDIENTE LUCILA MIELES,MCILM,2007
1005.0,ALIANZA,ALIANZA PARTIDO SOCIALISTA FRENTE AMPLIO / MOVIMIENTO DE UNIDAD PLURINACIONAL PACHAKUTIK - NUEVO PAIS,PS-FA/MUPP-NP,2007
1006.0,ALIANZA,ALIANZA MOVIMIENTOS CAMBIO SIGLO XXI / AGROECOLOGICO ECUATORIANO/ TIERRA FERTIL,MCSXXI/MAE/MTF,2007
1007.0,PROVINCIAL,MOVIMIENTO ACCION SOLIDARIA,MAS,2007
1008.0,PROVINCIAL,MOVIMIENTO INICIATIVA CIUDADANA,MIC,2007
1009.0,PROVINCIAL,MOVIMIENTO DE PROFESIONALES DEL AZUAY,MOPA,2007
1010.0,PROVINCIAL,COORDINADORA DE TRABAJADORES DE LA CIUDAD Y EL CAMPO,CTC,2007
1011.0,ALIANZA,ALIANZA MOVIMIENTOS CONCERTACION NACIONAL DEMOCRATICA / FUERZA ECUATORIANA,MCND/MFE,2007
1012.0,PROVINCIAL,MOVIMIENTO PARROQUIAS HACIA EL CAMBIO,PHC,2007
1013.0,ALIANZA,ALIANZA MOVIMIENTOS CIUDADANOS POR LA PATRIA / FORTALEZA CIUDADANA / AL FIN CIUDADANO / PARROQUIAS HACIA EL CAMBIO,MCPA/MPFC/MAFC/PHC,2007
2005.0,PROVINCIAL,MOVIMIENTO ACCION BOLIVARENSE,MIAB,2007
2006.0,ALIANZA,ALIANZA MANA/PSC,MANA/PSC,2007
2007.0,ALIANZA,ALIANZA MUPP-NP/MPD,MUPP-NP/MPD,2007
2008.0,ALIANZA,ALIANZA MPAIS/PS-FA,MPAIS/PS-FA,2007
2009.0,PROVINCIAL,SIGLO 21 HUMANISMO SOCIAL,SIGLO 21,2007
2010.0,ALIANZA,ALIANZA RED/MCPA,RED/MCPA,2007
3001.0,PROVINCIAL,"MOVIMIENTO PROYECTO PAZ, POR AGUA ZONAL",PAZ,2007
3002.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE INICIATIVA CIUDADANA,MIC,2007
3003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE CONCIENCIA CANARI,MCC,2007
3004.0,PROVINCIAL,MOVIMIENTO FRENTE CIUDADNO,MFC,2007
3005.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE SIGLO XX,MSXX,2007
3006.0,ALIANZA,UNIDAD POPULAR SOCIALISMO,MPD/PS-FA,2007
3007.0,ALIANZA,ALIANZA PRE/UDC,PRE/UDC,2007
3008.0,ALIANZA,ALIANZA MUPP-NP/MCC,MUPP-NP/MCC,2007
3009.0,ALIANZA,ALIANZA RED/MFC,RED/MFC,2007
3010.0,ALIANZA,ALIANZA MIC/MIJS,MIC/MIJS,2007
4002.0,PROVINCIAL,MOVIMIENTO TRABAJO Y DEMOCRACIA,TD,2007
4004.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE DE INTEGRACION COMUNITARIA,MIDIC,2007
4005.0,PROVINCIAL,MOVIMIENTO SOCIAL CONSERVADOR DEL CARCHI,MSC,2007
4008.0,PROVINCIAL,MOVIMIENTO ALTERNATIVO SUMA,MAS,2007
4009.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE OXIGENO,OXIGENO,2007
4010.0,PROVINCIAL,UNIDAD POPULAR,UP,2007
4011.0,ALIANZA,ALIANZA UDC - PSC,UDC/PSC,2007
5002.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE TIERRA NUESTRA,MITN,2007
5003.0,PROVINCIAL,CONSTRUYE NUEVO FUTURO,CNF,2007
5004.0,PROVINCIAL,FRENTE DEMOCRATICO REIVINDICATORIO,FDR,2007
5005.0,ALIANZA,ALIANZA ID/PS-FA,ID/PS-FA,2007
5006.0,PROVINCIAL,NUEVA FUERZA INDEPENDIENTE,NFI,2007
6005.0,PROVINCIAL,MOVIMIENTO ESPERANZA SOCIAL ALERTA,MESA,2007
6006.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE AMAUTA YUYAI,MIAY,2007
6008.0,PROVINCIAL,MOVIMIENTO DE DEFENSA SOCIAL PURUHA,MP,2007
6009.0,PROVINCIAL,MOVIMIENTO ESPERANZA PROVINCIAL,MEP,2007
6010.0,ALIANZA,ALIANZA ID/MPD/PS-FA/MUPP-NP,ID/MPD/PS-FA/MUPP-NP,2007
6011.0,PROVINCIAL,MOVIMIENTO JUSTICIA Y EQUIDAD,MJE,2007
6012.0,PROVINCIAL,UNIDAD DE IZQUIERDA REVOLUCIONARIA,UNIR,2007
6013.0,PROVINCIAL,MOVIMIENTO REINVIDICATIVO DE LA EDUCACION DE CHIMBORAZO,MORECH,2007
6019.0,ALIANZA,ALIANZA MCSXXI/MAE/MTF,MCSXXI/MAE/MTF,2007
7001.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE GESTION POSITIVA,GP,2007
7002.0,PROVINCIAL,MOVIMIENTO TRANSFORMADOR ORENSE,M.T.O,2007
7003.0,PROVINCIAL,MOVIMIENTO ORENSE DE CAPACIDADES ESPECIALES,MOCE,2007
7004.0,PROVINCIAL,UNIDAD DE PROFESIONALES Y SECTORES SOCIALES,UPSS,2007
7005.0,PROVINCIAL,MOVIMIENTO ACCION CIVICA POPULAR,A.C.P.,2007
7006.0,PROVINCIAL,MOVIMIENTO ALIANZA ORENSE,MAO,2007
7007.0,ALIANZA,ALIANZA MUPP-NP/MAO,MUPP-NP/MAO,2007
8001.0,PROVINCIAL,MOVIMIENTO POLITICO INDEPENDIENTE PUEBLO,PUEBLO,2007
8002.0,PROVINCIAL,MOVIMIENTO INTEGRACION CIUDADANA,MIC,2007
8003.0,PROVINCIAL,MOVIMIENTO VERDE,MV,2007
8004.0,ALIANZA,ALIANZA UDC/MFE,UDC/MFE,2007
8005.0,ALIANZA,ALIANZA RED/MPC,RED/MPC,2007
8006.0,ALIANZA,ALIANZA MANA/MBERP,MANA/MBERP,2007
9001.0,PROVINCIAL,MOVIMIENTO AGRUPACIONES SOCIALES AUTOCTONAS,MASA,2007
9002.0,PROVINCIAL,MOVIMIENTO VOZ CIUDADANA,VOZ,2007
9003.0,PROVINCIAL,MOVIMIENTO INDEPENDIENTE FUERZA GUAYAS,MIFG,2007
9004.0,PROVINCIAL,FRENTE SOCIAL CONSTITUYENTE,FSC,2007
9005.0,PROVINCIAL,MOVIMIENTO POPULAR ELOY ALFARO,MPEA,2007
